编号,船舶类型,船籍港,船级,航区,长度,型宽,型深,总吨,载重吨,主机型号,主机功率,建成日期,建造船厂,成交日期,交易价格
TRAIN1,一般干货船,,,,,,,,3049,,440,1/22/2013,,7/3/2013,420.41
TRAIN2,自卸砂船,,,,,,,,2078,,678,11/6/2005,,7/3/2013,148
TRAIN3,自卸砂船,,,,,,,,2195,,678,2/18/2004,,7/3/2013,138
TRAIN4,散货船,,,,,,,,812,,280,8/9/2003,,7/4/2013,75
TRAIN5,工程船,,,,,,,,,,,1/1/1971,,7/4/2013,17
TRAIN6,工程船,,,,,,,,,,,1/1/1949,,7/4/2013,35
TRAIN7,自卸砂船,,,,,,,,838,,678,7/5/2002,,7/8/2013,100
TRAIN8,自卸砂船,,,,,,,,5278,,1342,1/18/2010,,7/11/2013,303.03
TRAIN9,一般干货船,,,,,,,,950,,218,7/2/2007,,7/11/2013,125
TRAIN10,自卸砂船,,,,,,,,931,,360,2/6/2002,,7/11/2013,100
TRAIN11,集装箱船,,,,,,,,984,,406,7/19/2001,,7/16/2013,204.08
TRAIN12,一般干货船,,,,,,,,201,,160,1/25/1995,,7/16/2013,18.37
TRAIN13,一般干货船,,,,,,,,210,,88,11/11/2001,,7/17/2013,20
TRAIN14,干货船,,,,,,,,230,,88,4/10/1997,,7/17/2013,30
TRAIN15,一般干货船,,,,,,,,110,,79,10/1/1993,,7/17/2013,20
TRAIN16,油船,,,,,,,,700,,248,4/28/2004,,7/25/2013,130
TRAIN17,自卸砂船,,,,,,,,1904,,406,7/30/2002,,7/25/2013,100
TRAIN18,自卸砂船,,,,,,,,1390,,576,9/10/2004,,7/29/2013,217.78
TRAIN19,化学品液货船,,,,,,,,210,,94,6/27/1993,,7/29/2013,33
TRAIN20,杂货船,,,,,,,,17139,,5618,1/1/1987,,7/29/2013,1434
TRAIN21,散货船,,,,,,,,6316,,1200,3/25/2011,,7/31/2013,318
TRAIN22,油船,,,,,,,,1000,,328,2/26/2006,,7/31/2013,139
TRAIN23,散货船,,,,,,,,2064,,1598,1/18/2006,,8/5/2013,120
TRAIN24,散货船,,,,,,,,1998,,1445,4/8/2003,,8/5/2013,133.33
TRAIN25,散货船,,,,,,,,1998,,1445,3/5/2003,,8/5/2013,133.33
TRAIN26,散货船,,,,,,,,13621,,2930,8/13/2010,,8/6/2013,4180
TRAIN27,集装箱船,,,,,,,,865,,180,1/6/2003,,8/7/2013,62
TRAIN28,集装箱船,,,,,,,,679,,432,10/5/1998,,8/7/2013,50
TRAIN29,油船,,,,,,,,2723,,764,5/29/2013,,8/12/2013,855
TRAIN30,集装箱船,,,,,,,,1420,,576,5/19/2003,,8/12/2013,146
TRAIN31,集装箱船,,,,,,,,1247,,660,11/22/2010,,8/13/2013,120
TRAIN32,自卸砂船,,,,,,,,2447,,739,11/6/2003,,8/14/2013,230
TRAIN33,集装箱船,,,,,,,,2250,,660,5/6/2009,,8/16/2013,460
TRAIN34,集装箱船,,,,,,,,2250,,660,5/6/2009,,8/16/2013,460
TRAIN35,集装箱船,,,,,,,,2400,,800,4/24/2009,,8/16/2013,302.04
TRAIN36,集装箱船,,,,,,,,1872,,706,11/5/2006,,8/16/2013,206
TRAIN37,集装箱船,,,,,,,,1800,,1104,3/1/2000,,8/16/2013,152
TRAIN38,杂货船,,,,,,,,17139,,5826,4/5/1989,,8/19/2013,1509
TRAIN39,集装箱船,,,,,,,,1176,,420,6/3/2003,,8/21/2013,204.08
TRAIN40,集装箱船,,,,,,,,600,,434,3/10/1993,,8/21/2013,48.98
TRAIN41,干货船,,,,,,,,744,,280,2/8/1995,,8/26/2013,60
TRAIN42,杂货船,,,,,,,,14913,,6227,12/28/1985,,8/27/2013,1349
TRAIN43,干货船,,,,,,,,954,,218,4/21/2005,,8/28/2013,100
TRAIN44,集装箱船,,,,,,,,1680,,660,5/31/2004,,8/28/2013,200
TRAIN45,干货船,,,,,,,,2270,,514,4/11/1997,,8/28/2013,160
TRAIN46,干货船,,,,,,,,830,,384,3/21/2005,,8/30/2013,60
TRAIN47,干货船,,,,,,,,2650,,735,9/29/2002,,9/3/2013,280
TRAIN48,自卸砂船,,,,,,,,3161,,894,4/10/2011,,9/4/2013,280
TRAIN49,多用途船,,,,,,,,4813,,2060,9/23/2009,,9/9/2013,1120
TRAIN50,多用途船,,,,,,,,1603,,400,9/9/2009,,9/9/2013,160
TRAIN51,自卸砂船,,,,,,,,323,,353,3/2/2003,,9/9/2013,60
TRAIN52,集装箱船,,,,,,,,1175,,660,10/17/2006,,9/11/2013,200
TRAIN53,集装箱船,,,,,,,,1416,,576,10/28/2002,,9/12/2013,120
TRAIN54,干货船,,,,,,,,1980,,404,1/28/2003,,9/13/2013,153.06
TRAIN55,干货船,,,,,,,,263,,88,3/24/1993,,9/13/2013,20.41
TRAIN56,重大件运输船,,,,,,,,12338,,5330,12/20/2011,,9/16/2013,12100
TRAIN57,干货船,,,,,,,,8411,,4120,7/20/2009,,9/16/2013,5500
TRAIN58,自卸砂船,,,,,,,,3374,,792,3/18/2011,,9/17/2013,365.67
TRAIN59,自卸砂船,,,,,,,,4170,,1220,12/5/2008,,9/17/2013,372.55
TRAIN60,杂货船,,,,,,,,14913,,6227,12/26/1987,,9/22/2013,1378
TRAIN61,自卸砂船,,,,,,,,1580,,404,8/18/2008,,9/23/2013,380
TRAIN62,干货船,,,,,,,,1065,,360,9/23/2008,,9/24/2013,83
TRAIN63,干货船,,,,,,,,926,,280,1/25/2006,,9/24/2013,60
TRAIN64,油船,,,,,,,,221,,110,8/21/1995,,9/24/2013,39
TRAIN65,干货船,,,,,,,,579,,188,5/26/1995,,9/24/2013,32
TRAIN66,自卸砂船,,,,,,,,1881,,678,9/26/2007,,9/25/2013,700
TRAIN67,自卸砂船,,,,,,,,1479,,440,12/23/2003,,9/25/2013,99
TRAIN68,集装箱船,,,,,,,,912,,440,8/1/2006,,9/26/2013,142.86
TRAIN69,杂货船,,,,,,,,17139,,5615,12/19/1989,,9/26/2013,1535
TRAIN70,自卸砂船,,,,,,,,2809,,746,1/18/2011,,9/27/2013,392.16
TRAIN71,自卸砂船,,,,,,,,1156,,311,9/13/2007,,9/27/2013,120
TRAIN72,杂货船,,,,,,,,14913,,6227,6/10/1986,,9/29/2013,1335
TRAIN73,自卸砂船,,,,,,,,1415,,382,9/25/2000,,10/10/2013,150
TRAIN74,干货船,,,,,,,,762,,140,5/23/2008,,10/11/2013,70
TRAIN75,油船,,,,,,,,1500,,678,5/23/2001,,10/11/2013,100
TRAIN76,油船,,,,,,,,1500,,678,1/11/1999,,10/11/2013,83
TRAIN77,集装箱船,,,,,,,,1224,,426,12/28/1996,,10/11/2013,118
TRAIN78,运泥船,,,,,,,,2316,,678,7/10/2006,,10/12/2013,180
TRAIN79,杂货船,,,,,,,,14913,,6227,10/30/1987,,10/14/2013,1332
TRAIN80,集装箱船,,,,,,,,1632,,800,2/23/2006,,10/17/2013,150
TRAIN81,自卸砂船,,,,,,,,1942,,678,3/25/2010,,10/18/2013,230
TRAIN82,多用途船,,,,,,,,2300,,960,6/1/1997,,10/18/2013,266
TRAIN83,自卸砂船,,,,,,,,2110,,678,2/17/2005,,10/22/2013,204.08
TRAIN84,散货船,,,,,,,,680,,198,3/5/2004,,10/22/2013,63
TRAIN85,自卸砂船,,,,,,,,1846,,678,5/8/2007,,10/23/2013,240
TRAIN86,自卸砂船,,,,,,,,1750,,678,10/30/2006,,10/23/2013,240
TRAIN87,自卸砂船,,,,,,,,1792,,678,6/20/2006,,10/23/2013,240
TRAIN88,自卸砂船,,,,,,,,2310,,436,8/15/2008,,10/24/2013,100
TRAIN89,自卸砂船,,,,,,,,2280,,474,11/24/2005,,10/24/2013,311.11
TRAIN90,多用途船,,,,,,,,1085,,660,9/26/2005,,10/24/2013,196
TRAIN91,自卸砂船,,,,,,,,1720,,576,8/7/2004,,10/24/2013,128
TRAIN92,自卸砂船,,,,,,,,950,,406,10/27/2003,,10/24/2013,120
TRAIN93,自卸砂船,,,,,,,,1139,,436,11/20/2002,,10/24/2013,75
TRAIN94,干货船,,,,,,,,275,,140,11/8/2004,,10/25/2013,30
TRAIN95,油船,,,,,,,,1047,,404,10/12/2000,,10/28/2013,98
TRAIN96,油船,,,,,,,,416,,164,12/26/1997,,10/28/2013,66.67
TRAIN97,集装箱船,,,,,,,,2250,,800,4/1/2010,,10/29/2013,368
TRAIN98,自卸砂船,,,,,,,,2183,,678,9/30/2005,,11/1/2013,215.69
TRAIN99,散货船,,,,,,,,418,,140,11/26/2008,,11/4/2013,60
TRAIN100,集装箱船,,,,,,,,864,,440,6/26/2000,,11/5/2013,100
TRAIN101,集装箱船,,,,,,,,800,,510,2/1/2000,,11/5/2013,88
TRAIN102,集装箱船,,,,,,,,2352,,800,12/28/2010,,11/6/2013,180
TRAIN103,自卸砂船,,,,,,,,4250,,1086,10/20/2007,,11/6/2013,225
TRAIN104,集装箱船,,,,,,,,1800,,700,7/14/2006,,11/7/2013,196
TRAIN105,挖泥船,,,,,,,,1657,,700,1/12/2006,,11/7/2013,300
TRAIN106,多用途船,,,,,,,,1038,,510,11/1/2000,,11/13/2013,144
TRAIN107,油船,,,,,,,,238,,110,7/20/1994,,11/13/2013,30.61
TRAIN108,集装箱船,,,,,,,,1728,,706,1/17/2007,,11/20/2013,190
TRAIN109,干货船,,,,,,,,2800,,734,3/6/2005,,11/20/2013,1080
TRAIN110,自卸砂船,,,,,,,,2184,,814,4/17/2004,,11/20/2013,176.47
TRAIN111,集装箱船,,,,,,,,980,,560,12/11/1996,,11/20/2013,40
TRAIN112,自卸砂船,,,,,,,,910,,406,1/25/2005,,11/21/2013,70
TRAIN113,一般干货船,,,,,,,,261,,140,5/22/2000,,11/21/2013,26
TRAIN114,自卸砂船,,,,,,,,4334,,1164,9/25/2012,,11/26/2013,600
TRAIN115,集装箱船,,,,,,,,1219,,660,11/22/2000,,11/26/2013,100
TRAIN116,自卸砂船,,,,,,,,760,,406,1/9/2004,,11/27/2013,102.04
TRAIN117,散货船,,,,,,,,175,,76,9/28/1994,,11/28/2013,12.24
TRAIN118,集装箱船,,,,,,,,873,,456,12/5/1998,,11/29/2013,75
TRAIN119,自卸砂船,,,,,,,,830,,410,12/22/2003,,12/2/2013,103
TRAIN120,散货船,,,,,,,,820,,352,6/28/2004,,12/3/2013,120
TRAIN121,干货船,,,,,,,,280,,184,10/14/2002,,12/3/2013,48.98
TRAIN122,散货船,,,,,,,,180,,94,9/3/1999,,12/3/2013,20.41
TRAIN123,自卸砂船,,,,,,,,2980,,894,12/8/2009,,12/4/2013,367.35
TRAIN124,干货船,,,,,,,,2688,,678,10/16/2006,,12/4/2013,200
TRAIN125,散货船,,,,,,,,184,,140,8/12/2003,,12/5/2013,20
TRAIN126,干货船,,,,,,,,258,,132,2/16/2001,,12/5/2013,33
TRAIN127,散货船,,,,,,,,415,,140,1/6/2009,,12/10/2013,70
TRAIN128,散货船,,,,,,,,390,,140,12/17/2007,,12/10/2013,65
TRAIN129,散货船,,,,,,,,810,,280,12/28/2006,,12/10/2013,70
TRAIN130,干货船,,,,,,,,390,,145,2/2/2005,,12/10/2013,70
TRAIN131,散货船,,,,,,,,339,,176,5/28/2001,,12/10/2013,59.18
TRAIN132,散货船,,,,,,,,2894,,440,12/12/2011,,12/11/2013,430.61
TRAIN133,自卸砂船,,,,,,,,332,,156,2/27/2008,,12/11/2013,122
TRAIN134,自卸砂船,,,,,,,,1022,,220,2/10/2004,,12/11/2013,100
TRAIN135,自卸砂船,,,,,,,,692,,368,10/28/2000,,12/11/2013,60
TRAIN136,干货船,,,,,,,,980,,567,2/1/2000,,12/11/2013,100
TRAIN137,散货船,,,,,,,,129,,88,4/30/1999,,12/11/2013,40.82
TRAIN138,多用途船,,,,,,,,1780,,400,9/16/2012,,12/13/2013,98
TRAIN139,多用途船,,,,,,,,1780,,400,9/16/2012,,12/13/2013,98
TRAIN140,散货船,,,,,,,,1751,,420,8/3/2012,,12/13/2013,98
TRAIN141,自卸砂船,,,,,,,,1506,,386,4/9/2008,,12/13/2013,118
TRAIN142,散货船,,,,,,,,280,,140,3/21/2006,,12/13/2013,52
TRAIN143,化学品液货船,,,,,,,,175,,76,5/10/1993,,12/13/2013,30
TRAIN144,干货船,,,,,,,,2461,,700,6/7/2006,,12/16/2013,1080
TRAIN145,集装箱船,,,,,,,,1200,,660,9/26/2005,,12/18/2013,240
TRAIN146,散货船,,,,,,,,280,,140,3/7/2005,,12/18/2013,55
TRAIN147,散货船,,,,,,,,830,,384,1/26/2005,,12/18/2013,70
TRAIN148,自卸砂船,,,,,,,,784,,280,11/7/2003,,12/18/2013,64.44
TRAIN149,散货船,,,,,,,,2146,,3456,10/27/2009,,12/20/2013,270.27
TRAIN150,散货船,,,,,,,,199,,280,4/19/2006,,12/20/2013,56
TRAIN151,散货船,,,,,,,,593,,810,4/3/2006,,12/20/2013,70
TRAIN152,自卸砂船,,,,,,,,2402,,634,8/25/2010,,12/23/2013,430
TRAIN153,散货船,,,,,,,,810,,280,6/18/2007,,12/24/2013,70
TRAIN154,干货船,,,,,,,,849,,410,5/8/2007,,12/24/2013,70
TRAIN155,干货船,,,,,,,,290,,140,2/4/2004,,12/24/2013,57
TRAIN156,干货船,,,,,,,,183,,132,8/22/2000,,12/24/2013,42
TRAIN157,干货船,,,,,,,,190,,110,7/24/2000,,12/24/2013,20
TRAIN158,集装箱船,,,,,,,,1219,,660,11/22/2000,,12/25/2013,100
TRAIN159,自卸砂船,,,,,,,,1152,,338,8/28/2009,,12/26/2013,150
TRAIN160,运散水泥船,,,,,,,,1118,,280,10/23/2006,,12/26/2013,158
TRAIN161,油船,,,,,,,,657,,328,8/3/1993,,12/26/2013,50
TRAIN162,自卸砂船,,,,,,,,7177,,1790,2/25/2011,,12/27/2013,900
TRAIN163,散货船,,,,,,,,810,,280,6/6/2005,,12/27/2013,70
TRAIN164,干货船,,,,,,,,138,,110,7/24/1999,,12/27/2013,20
TRAIN165,散货船,,,,,,,,920,,410,5/21/2006,,12/30/2013,69.39
TRAIN166,干货船,,,,,,,,348,,205,11/27/2003,,12/30/2013,45
TRAIN167,散货船,,,,,,,,820,,352,9/16/2004,,1/2/2014,140.82
TRAIN168,自卸砂船,,,,,,,,1997,,678,4/23/2008,,1/6/2014,340
TRAIN169,自卸砂船,,,,,,,,1998,,678,10/11/2007,,1/6/2014,300
TRAIN170,散货船,,,,,,,,280,,138,9/20/2007,,1/6/2014,51
TRAIN171,散货船,,,,,,,,280,,140,12/6/2004,,1/6/2014,51
TRAIN172,干货船,,,,,,,,170,,126,12/8/2003,,1/6/2014,30
TRAIN173,干货船,,,,,,,,151,,116,4/27/2002,,1/6/2014,30
TRAIN174,自卸砂船,,,,,,,,975,,360,2/28/2002,,1/6/2014,98
TRAIN175,自卸砂船,,,,,,,,859,,368,9/26/2000,,1/6/2014,65
TRAIN176,自卸砂船,,,,,,,,340,,218,10/1/1993,,1/6/2014,48
TRAIN177,集装箱船,,,,,,,,757,,430,4/1/1993,,1/6/2014,78
TRAIN178,油船,,,,,,,,360,,164,2/3/1996,,1/7/2014,32
TRAIN179,干货船,,,,,,,,830,,352,4/22/2005,,1/8/2014,75
TRAIN180,散货船,,,,,,,,810,,368,4/14/2005,,1/8/2014,70
TRAIN181,干货船,,,,,,,,165,,99,7/5/2002,,1/9/2014,30
TRAIN182,自卸砂船,,,,,,,,2100,,792,9/6/2002,,1/10/2014,171.43
TRAIN183,干货船,,,,,,,,288,,140,2/25/2002,,1/10/2014,65
TRAIN184,自卸砂船,,,,,,,,4673,,1492,6/27/2011,,1/13/2014,500
TRAIN185,自卸砂船,,,,,,,,779,,362,10/23/2002,,1/13/2014,65
TRAIN186,自卸砂船,,,,,,,,2987,,510,6/15/2012,,1/15/2014,350
TRAIN187,散货船,,,,,,,,2380,,436,12/10/2010,,1/15/2014,400
TRAIN188,自卸砂船,,,,,,,,4160,,1086,1/22/2010,,1/15/2014,500
TRAIN189,自卸砂船,,,,,,,,2468,,868,7/4/2008,,1/15/2014,224.49
TRAIN190,散货船,,,,,,,,203,,129,12/26/2006,,1/16/2014,50
TRAIN191,散货船,,,,,,,,810,,410,7/7/2006,,1/16/2014,75
TRAIN192,干货船,,,,,,,,800,,116,2/10/2006,,1/16/2014,70
TRAIN193,干货船,,,,,,,,216,,129,10/19/2000,,1/16/2014,50
TRAIN194,化学品液货船,,,,,,,,374,,140,11/15/2005,,1/17/2014,100
TRAIN195,自卸砂船,,,,,,,,2664,,894,6/29/2011,,1/21/2014,448.98
TRAIN196,干货船,,,,,,,,2463,,400,6/24/2011,,1/21/2014,150
TRAIN197,干货船,,,,,,,,499,,280,11/6/2003,,1/22/2014,75
TRAIN198,干货船,,,,,,,,250,,129,9/13/2001,,1/22/2014,40
TRAIN199,自卸砂船,,,,,,,,1268,,360,8/1/2006,,1/23/2014,120
TRAIN200,散货船,,,,,,,,874,,410,9/24/2007,,1/24/2014,120.41
TRAIN201,散货船,,,,,,,,280,,138,7/25/2007,,1/24/2014,52
TRAIN202,散货船,,,,,,,,810,,368,4/22/2005,,1/24/2014,70
TRAIN203,散货船,,,,,,,,275,,126,7/12/2004,,1/24/2014,30
TRAIN204,散货船,,,,,,,,170,,105,10/18/1999,,2/8/2014,32
TRAIN205,油船,,,,,,,,858,,218,12/6/2010,,2/11/2014,198
TRAIN206,散货船,,,,,,,,810,,352,1/21/2008,,2/11/2014,70
TRAIN207,自卸砂船,,,,,,,,2183,,678,9/30/2005,,2/11/2014,224.49
TRAIN208,自卸砂船,,,,,,,,1001,,434,5/31/2000,,2/11/2014,98
TRAIN209,散货船,,,,,,,,2391,,440,9/15/2009,,2/12/2014,375
TRAIN210,散货船,,,,,,,,1019,,410,8/3/2009,,2/12/2014,100
TRAIN211,集装箱船,,,,,,,,1200,,660,11/22/2005,,2/12/2014,112.5
TRAIN212,集装箱船,,,,,,,,1200,,660,11/22/2005,,2/12/2014,148.48
TRAIN213,集装箱船,,,,,,,,984,,660,7/20/2005,,2/12/2014,196
TRAIN214,自卸砂船,,,,,,,,2364,,960,8/24/2004,,2/12/2014,300
TRAIN215,自卸砂船,,,,,,,,1931,,440,6/23/2003,,2/12/2014,248.98
TRAIN216,自卸砂船,,,,,,,,5086,,1164,12/6/2013,,2/14/2014,900
TRAIN217,自卸砂船,,,,,,,,1126,,352,1/18/2011,,2/14/2014,100
TRAIN218,集装箱船,,,,,,,,864,,440,8/13/2006,,2/14/2014,159.18
TRAIN219,自卸砂船,,,,,,,,639,,88,12/10/1993,,2/14/2014,46
TRAIN220,自卸砂船,,,,,,,,475,,264,6/10/1989,,2/14/2014,60
TRAIN221,自卸砂船,,,,,,,,2418,,814,10/8/2007,,2/17/2014,300
TRAIN222,自卸砂船,,,,,,,,1508,,474,8/2/2005,,2/17/2014,89
TRAIN223,散货船,,,,,,,,710,,232,9/2/2003,,2/18/2014,92
TRAIN224,散货船,,,,,,,,270,,140,4/29/2002,,2/18/2014,55.1
TRAIN225,干货船,,,,,,,,257,,140,9/28/2001,,2/19/2014,50
TRAIN226,散货船,,,,,,,,675,,352,7/10/2002,,2/20/2014,90
TRAIN227,散货船,,,,,,,,260,,146,11/2/2001,,2/20/2014,55
TRAIN228,干货船,,,,,,,,2760,,800,8/21/2001,,2/20/2014,210
TRAIN229,干货船,,,,,,,,700,,168,3/2/2000,,2/20/2014,30
TRAIN230,自卸砂船,,,,,,,,878,,405,9/18/2003,,2/21/2014,65
TRAIN231,干货船,,,,,,,,913,,216,9/11/2008,,2/25/2014,97.78
TRAIN232,干货船,,,,,,,,204,,99,11/14/2002,,2/25/2014,59.18
TRAIN233,自卸砂船,,,,,,,,2402,,440,8/9/2011,,2/26/2014,410.2
TRAIN234,散货船,,,,,,,,162,,88,4/27/1995,,3/3/2014,14.29
TRAIN235,干货船,,,,,,,,490,,88,5/6/1993,,3/6/2014,20
TRAIN236,自卸砂船,,,,,,,,3171,,1086,3/30/2010,,3/7/2014,448.98
TRAIN237,自卸砂船,,,,,,,,2483,,814,12/5/2007,,3/7/2014,349.33
TRAIN238,自卸砂船,,,,,,,,865,,406,5/19/2004,,3/7/2014,80
TRAIN239,散货船,,,,,,,,215,,132,1/6/2000,,3/7/2014,38.78
TRAIN240,自卸砂船,,,,,,,,840,,355,6/13/1999,,3/7/2014,70
TRAIN241,自卸砂船,,,,,,,,475,,264,6/10/1989,,3/7/2014,60
TRAIN242,自卸砂船,,,,,,,,2675,,440,10/28/2004,,3/13/2014,160
TRAIN243,干货船,,,,,,,,453,,132,4/28/2000,,3/13/2014,10
TRAIN244,散货船,,,,,,,,810,,280,4/13/2007,,3/14/2014,70
TRAIN245,自卸砂船,,,,,,,,1839,,678,2/26/2007,,3/14/2014,150
TRAIN246,干货船,,,,,,,,155,,110,2/3/2002,,3/14/2014,50
TRAIN247,散货船,,,,,,,,130,,76,11/8/1993,,3/14/2014,17
TRAIN248,高速客船,,,,,,,,,,3920,11/1/1993,,3/14/2014,1114
TRAIN249,自卸砂船,,,,,,,,4418,,1164,9/5/2012,,3/18/2014,507.84
TRAIN250,散货船,,,,,,,,390,,140,7/31/2007,,3/18/2014,60
TRAIN251,多用途船,,,,,,,,7300,,1060,12/6/2005,,3/18/2014,620
TRAIN252,油船,,,,,,,,360,,136,2/3/1996,,3/18/2014,20
TRAIN253,油船,,,,,,,,1500,,678,12/1/1997,,3/19/2014,100
TRAIN254,自卸砂船,,,,,,,,4518,,1342,7/26/2011,,3/24/2014,392.16
TRAIN255,自卸砂船,,,,,,,,1152,,367,7/18/2009,,3/24/2014,200
TRAIN256,散货船,,,,,,,,920,,410,7/26/2007,,3/24/2014,73.47
TRAIN257,自卸砂船,,,,,,,,1643,,368,3/15/2007,,3/24/2014,200
TRAIN258,干货船,,,,,,,,1067,,280,12/22/2006,,3/24/2014,100
TRAIN259,集装箱船,,,,,,,,1175,,660,10/17/2006,,3/24/2014,200
TRAIN260,自卸砂船,,,,,,,,1150,,573,3/6/2001,,3/24/2014,100
TRAIN261,供应船,,,,,,,,0,,3530,12/29/2010,,3/26/2014,1800
TRAIN262,挖泥船,,,,,,,,0,,0,9/29/2007,,3/26/2014,860
TRAIN263,干货船,,,,,,,,3443,,436,8/28/2013,,3/31/2014,550
TRAIN264,散货船,,,内河,,,,,1006,,410,3/3/2008,,5/4/2014,218
TRAIN265,散货船,,,内河,,,,,420,,140,1/2/2008,,5/4/2014,79.59
TRAIN266,干货船,,,内河,,,,,190,,110,9/18/2000,,5/4/2014,50
TRAIN267,散货船,,,内河,,,,,280,,145,9/19/2005,,5/5/2014,38.78
TRAIN268,散货船,,,内河,,,,,450,,132,4/16/2003,,5/5/2014,38.78
TRAIN269,散货船,,,内河,,,,,283,,140,3/8/2004,,5/7/2014,75
TRAIN270,散货船,,,内河,,,,,275,,88,4/26/1994,,5/7/2014,20
TRAIN271,自卸砂船,,,内河,,,,,1931,,814,2/1/2008,,5/9/2014,300
TRAIN272,散货船,,,内河,,,,,280,,140,9/28/2004,,5/9/2014,42.86
TRAIN273,工程船,,,内河,,,,,1246,,660,9/28/2002,,5/9/2014,100
TRAIN274,自卸砂船,,,内河,,,,,4418,,1164,8/3/2012,,5/15/2014,509
TRAIN275,散货船,,,内河,,,,,810,,355,3/14/2005,,5/15/2014,70
TRAIN276,自卸砂船,,,内河,,,,,910,,406,1/25/2005,,5/15/2014,75
TRAIN277,自卸砂船,,,内河,,,,,865,,406,7/12/2004,,5/15/2014,60
TRAIN278,自卸砂船,,,内河,,,,,530,,352,11/9/1999,,5/15/2014,95
TRAIN279,集装箱船,,,内河,,,,,780,,426,9/8/1998,,5/15/2014,50
TRAIN280,散货船,,,内河,,,,,160,,105,4/3/1994,,5/15/2014,12.24
TRAIN281,自卸砂船,,,内河,,,,,930,,434,8/1/1993,,5/15/2014,95
TRAIN282,自卸砂船,,,内河,,,,,3033,,894,2/9/2010,,5/16/2014,600
TRAIN283,散货船,,,内河,,,,,810,,410,10/13/2007,,5/16/2014,70
TRAIN284,集装箱船,,,内河,,,,,1150,,660,4/30/2005,,5/16/2014,213.04
TRAIN285,干货船,,,内河,,,,,275,,126,7/30/2004,,5/16/2014,35
TRAIN286,干货船,,,内河,,,,,950,,353,10/28/2004,,5/19/2014,80
TRAIN287,散货船,,,内河,,,,,582,,280,12/7/2003,,5/19/2014,73.47
TRAIN288,散货船,,,内河,,,,,286,,129,4/26/2002,,5/19/2014,44.9
TRAIN289,自卸砂船,,,内河,,,,,2166,,440,12/12/2008,,5/20/2014,350
TRAIN290,干货船,,,内河,,,,,1052,,280,12/4/2008,,5/20/2014,75
TRAIN291,干货船,,,内河,,,,,613,,184,6/2/2006,,5/20/2014,60
TRAIN292,自卸砂船,,,内河,,,,,1126,,436,1/20/2003,,5/20/2014,151.02
TRAIN293,散货船,,,内河,,,,,235,,145,4/28/2001,,5/20/2014,65.31
TRAIN294,自卸砂船,,,内河,,,,,2985,,792,3/18/2011,,5/22/2014,408.16
TRAIN295,干货船,,,内河,,,,,412,,117,10/12/2002,,5/22/2014,25
TRAIN296,散货船,,,内河,,,,,170,,105,12/17/1999,,5/22/2014,14.29
TRAIN297,散货船,,,内河,,,,,203,,129,10/19/2000,,5/23/2014,95
TRAIN298,散货船,,,内河,,,,,216,,129,10/19/2000,,5/23/2014,95
TRAIN299,自卸砂船,,,内河,,,,,2611,,894,7/30/2009,,5/27/2014,306.12
TRAIN300,散货船,,,内河,,,,,215,,132,1/6/2000,,5/27/2014,38.78
TRAIN301,散货船,,,内河,,,,,175,,88,3/24/1999,,5/27/2014,18.37
TRAIN302,散货船,,,内河,,,,,572,,280,7/12/2003,,5/28/2014,59.18
TRAIN303,油船,,,内河,,,,,804,,368,3/3/1994,,5/28/2014,60
TRAIN304,干货船,,,内河,,,,,450,,176,12/2/2003,,5/29/2014,36
TRAIN305,散货船,,,内河,,,,,810,,412,2/26/2007,,6/3/2014,70
TRAIN306,散货船,,,内河,,,,,810,,280,12/27/2006,,6/3/2014,70
TRAIN307,集装箱船,,,沿海,,,,,1035,,660,4/1/2004,,6/3/2014,100
TRAIN308,溢油回收船,,,近海,,,,,998,,202,11/15/2003,,6/3/2014,220
TRAIN309,自卸砂船,,,内河,,,,,2193,,746,12/7/2010,,6/4/2014,773
TRAIN310,自卸砂船,,,内河,,,,,1751,,634,3/18/2010,,6/4/2014,400
TRAIN311,自卸砂船,,,内河,,,,,200,,152,7/28/1993,,6/4/2014,51.02
TRAIN312,自卸砂船,,,内河,,,,,2354,,746,12/9/2005,,6/9/2014,383
TRAIN313,自卸砂船,,,内河,,,,,2500,,1086,9/30/2005,,6/9/2014,210
TRAIN314,自卸砂船,,,内河,,,,,2610,,574,3/10/2005,,6/9/2014,280
TRAIN315,自卸砂船,,,内河,,,,,2515,,634,7/15/2002,,6/9/2014,208
TRAIN316,集装箱船,,,内河,,,,,984,,406,7/19/2001,,6/9/2014,172.41
TRAIN317,自卸砂船,,,内河,,,,,2519,,440,3/11/2013,,6/10/2014,400
TRAIN318,散货船,,,内河,,,,,1030,,412,8/28/2007,,6/10/2014,149
TRAIN319,自卸砂船,,,内河,,,,,986,,406,4/11/2005,,6/10/2014,180
TRAIN320,集装箱船,,,沿海,,,,,1035,,660,4/1/2004,,6/10/2014,80.81
TRAIN321,集装箱船,,,内河,,,,,1230,,432,2/20/2003,,6/10/2014,102.04
TRAIN322,自卸砂船,,,内河,,,,,2218,,440,6/23/2003,,6/17/2014,248.98
TRAIN323,干货船,,,内河,,,,,323,,88,5/18/2000,,6/20/2014,28.57
TRAIN324,油船,,,内河,,,,,174,,84,8/4/1989,,6/20/2014,20
TRAIN325,运泥船,,,内河,,,,,930,,221,7/15/2004,,6/23/2014,70
